,title,fashion_houseLabel,designerLabel,start_year,end_year
2120,founder,Louis Shengtao Chen,Louis Chen,2014,
2121,founder,Louisa Ballou,Louisa Ballou,1995,
2122,founder,Louise Gray,Louise Gray Young,2009,
2123,founder,Loulou Studio,Chloe S Gordon,2015,
2124,founder,Luar,Raúl López,2017,
2125,founder,Lucien Pellat Finet,Lucien Pellat-Finet,2002,
2126,founder,Lucio Vanotti,Lucio Vanotti,2009,
2127,founder,Luis De Javier,Luis De Javier,2009,
2128,founder,Luis Morais,Luís Morais,2011,
2129,founder,Lukhanyo Mdingi,lukhanyo Mdingi,2017,
2130,founder,Lutz Huelle,Lutz Huelle,2008,
2131,founder,Machete,Two Italian Sisters,2014,
2132,founder,Maeve,Maeve Reilly,2004,
2133,founder,Maggie Marilyn,Maggie Hewitt,2016,
2134,founder,Magliano,Luca Magliano,2016,
2135,founder,Maisie Wilen,Maisie Schloss,2020,
2136,founder,Maison Rabih Kayrouz,Rabih Kayrouz,2008,
2137,founder,Maiyet,Paul van Zyl,2011,
2138,founder,Make Up For Ever,Dany Sanz,1984,
2139,founder,Maki Oh,Maki Osakwe,2010,
2140,founder,Malone Souliers,Mary Alice Malone,2014,
2141,founder,Mansur Gavriel,Rachel Mansur,2012,
2142,founder,Manu Atelier,Beste Manastir,2014,
2143,founder,Mame Kurogouchi,Mame Kurogouchi,2004,
2144,founder,Mandy Coon,Mandy Coon,2008,
2145,founder,Marc Fisher,Marc Fisher,2005,
2146,founder,Marcel Ostertag,Marcel Ostertag,2014,
2147,founder,Marchesa Notte,Georgina Chapman,2004,
2148,founder,Marco Bicego,Marco Bicego,2000,
2149,founder,Marco Rambaldi,Marco Rambaldi,2009,
2150,founder,Marine Serre,Marine Serre,2016,
2151,founder,Margaux,Alexa Buckley,2014,
2152,founder,Maria Grachvogel,Maria Grachvogel,1994,
2153,founder,Marie Lichtenberg,Marie Lichtenbergová,2014,
2154,founder,Marina Hoermanseder,Marina Hoermanseder,2011,
2155,founder,Marina Moscone,Marina Moscone,2016,
2156,founder,Marissa Webb,Marissa Webb,2013,
2157,founder,Mark Cross,Cross Family,1845,
2158,founder,Mark Fast,Mark D Fast,2008,
2159,founder,Markgong,Two Friends,2020,
2160,founder,Marta Jakubowski,Marta Jakubowski,2014,
2161,founder,Martine Ali,Martine Hours,2017,
2162,founder,Martine Rose,Martine Rose,2007,
2163,founder,Maryling,Maryling Wang,2014,
2164,founder,Marysia,Marysia Dobrzanska Reeves,2009,
2165,founder,Matohu,Hiroyuki Horihata,2005,
2166,founder,Matrix,Arnie & Sydell Miller,1980,
2167,founder,Matthew Adams Dolan,Matthew Adams Dolan,2016,
2168,founder,Matthew Miller,Matthew S Miller,2011,
2169,founder,Max Mara Atelier,Achille Maramotti,1951,
2170,founder,Maybelline,Tom Lyle Williams,1915,
2171,founder,Merrell,Randy Merrell,1981,
2172,founder,Melissa Kaye,Christy Canyon,1995,
2173,founder,Melissa Odabash,Melissa Odabash,1999,
2174,founder,Melitta Baumeister,Melitta Baumeister,2009,
2175,founder,Mes Demoiselles,Anne-Fleur Broudehoux,2005,
2176,founder,Messika,Valérie Messika,2005,
2177,founder,Miansai,Michael Saiger,2009,
2178,founder,Michael Angel,Michelangelo,2009,
2179,founder,Michael Lo Sordo,Michael Lo Sordo,2014,
2180,founder,Michael Sontag,Michael Sontag,2011,
2181,founder,Lela Rose,Lela Rose,2004,
2182,founder,Lena Hoschek,Lena Hoschek,2006,
2183,founder,Lenny Niemeyer,Lenny Niemeyer,2000,
2184,founder,Les Tien,Raffaella & Hung,2013,
2185,founder,Lescarf,Natalie Karlsson,2018,
2186,founder,Leset,Liat Kishon-Rabin,2017,
2187,founder,Leslie Amon,Leslie Amon,2014,
2188,founder,Libertine,Johnson Hartig,2001,
2189,founder,Linder,Kirk Millar,2014,
2190,founder,Lingua Franca,Rachelle Hruska Macpherson,2016,
2191,founder,Lioness,Amahlia Stevens,2014,
2192,founder,Lisa Eisner,Lisa Eisner,2014,
2193,founder,Lisa Marie Fernandez,Lisa Marie Fernandez,2009,
2194,founder,Lisa Perry,Lisa Perry,2007,
2195,founder,Little Liffner,Paulina Liffner Von Sydow,2011,
2196,founder,Loeffler Randall,Jessie Randall,2005,
2197,founder,Lorena Antoniazzi,Lorena Antoniazzi,2002,
2198,founder,Lorod,Lauren Rodriguez,2018,
2199,founder,Lou Dallas,Raffaella Hanley,2017,
2200,founder,Lou Dalton,Lou Dalton,2009,
2201,founder,Lolita Lempicka,Lolita Lempicka,1983,
2202,founder,Mary Quant,Mary Quant,1955,
2203,founder,Lindka Cierach,Lindka Ciarach,1978,
2204,founder,Luciano Soprani,Luciano Soprani,1981,
2205,founder,Michel Klein,Michel Klein,1981,
2206,founder,Lie Sang Bong,Lie Sang Bong,1993,
2207,founder,Orley,Matthew Orley,,
2208,founder,Perret Schaad,Johanna Perret,,
2209,,Peter Jensen,Peter Jensen,,
2210,,Rachel Zoe,Rachel Zoe,,
2211,,Reiss,David J. Reiss,,
2212,,Plan C,Chiara Capitanio,2018,
2213,founder,Oroton,Boyd Lane,1938,
2214,founder,Orseund Iris,Alana Johnson,2015,
2215,founder,Patrik Ervell,Patrik Ervell,2005,
2216,founder,Paula Knorr,Paula Knorr,2014,
2217,founder,Paula Mendoza,Paula Mendoza,2012,
2218,founder,Paula Raia,Paula Raia,2004,
2219,founder,Perfect Moment,Thierry Donard,2014,
2220,founder,Petar Petrov,Petar Petrov,2009,
2221,,Peter Millar (clothing company),Peter R Millar,2001,
2222,,Phelan McDermid Syndrome Foundation,Phelan Mcelroy,2018,
2223,,Philip B,Philip Bouloux,2002,
2224,,Philippe Model,Philippe Model,1981,
2225,,Phipps,Spencer Phipps,2015,
2226,,Phuong My,Phuong My Nguyen,1995,
2227,,Physicians Formula,Dr. Frank Crandall,1937,
2228,,Pippa Holt,Pippa Holt,2013,
2229,,Poiret,Paul Poiret,1903,
2230,,Ponds,Pond'S,1846,
2231,,Priscavera,Prisca Vera Franchetti,2015,
2232,,Prism,Anna Laube,2009,
2233,,Private Policy,Haoran Li,2016,
2234,,Prounis Jewelry,Joanne Prounis,1995,
2235,,Prune Goldschmidt,Prune Goldschmidt,2018,
2236,,Published By,Two Friends,2018,
2237,,Purdey's,James Purdey,1814,
2238,,Pushbutton,Park Seung Gun,2004,
2239,,R13,Chris Lebar,2009,
2240,,Rachel Antonoff,Rachel Antonoff,2010,
2241,,Rachel Gilbert,Rachel Gilbert,2006,
2242,,Raey,Rachel Proud,2013,
2243,,Rails,Jeff Abrams,2008,
2244,,Ramy Brook,Ramy Sharp,2010,
2245,,Raquel Allegra,Raquel Allegra,2009,
2246,,Rasario,Rasida Lakoba,2013,
2247,,Rave Review,Josephine Bergqvist,2017,
2248,,Recreational Habits,Two Friends,2018,
2249,,Redemption,Kostas Murkudis,2009,
2250,,Reese Cooper,Reese Cooper,2019,
2251,,Rena Lange,Moritz Langer,1916,
2252,,Renaissance Renaissance,Jazmin Gonzalez,2018,
2253,,Renata Brenha,Renata Brenha,2014,
2254,,Rentrayage,Yuka Izutsu,2014,
2255,,Retrosuperfuture,Daniel Beckerman,2007,
2256,,Richard Edwards,Richard Bengtsson,1993,
2257,,Richard James,Aphex Twin,1992,
2258,,Richard Malone,Richard Joseph Malone,2014,
2259,founder,GIADA,Rosanna Daolio,2001,
2260,,Tod's S.p.A.,Alessandra Facchinetti,1978,
2261,founder,Whit,Whitney Pozgay,2009,
2262,founder,White Mountaineering,Yosuke Aizawa,2006,
2263,founder,Willow,Kit Willow Podgornik,2003,
2264,founder,Willy Chavarria,Willy Chavarria,2014,
2265,founder,Wink,Wynn Smith,1997,
2266,founder,Wolf Circus,Fiona Morrison,2012,
2267,founder,Yasmine Eslami,Yasmine Eslami,2008,
2268,founder,Wolk Morais,Fernando & Laura Wolk Morais,2013,
2269,founder,Wood Wood,Karl-Oskar Olsen,2002,
2270,founder,Wwake,Venise Chan,2010,
2271,founder,Xander Zhou,Xander Zhou,2008,
2272,founder,Yasutoshi Ezumi,Yasutoshi Ezumi,2010,
2273,founder,Yeezy,Kanye West,2015,
2274,founder,Yiqing Yin,Yiqing Yin,2009,
2275,founder,Yirantian,Yiran Tian,2014,
2276,founder,Yves Salomon,Yves Salomon,2019,
2277,founder,Yoshio Kubo,Yoshio Kubo,2004,
2278,founder,Yuhan Wang,Yuhan Wang,2017,
2279,founder,Yulia Yefimtchuk,Yulia Yefimtchuk,2011,
2280,founder,Yun Yun Sun,Aimee Yun Yun Sun,2016,
2281,founder,Zanini,Zanini De Zanine,1995,
2282,founder,Zwilling,Peter Henckels,1731,
2283,founder,Aveeno,Aveeno,1945,
2284,founder,Isdin,ISDIN,1975,
2285,founder,Whyred,Roland Hjort,1999,
2286,,Harper's Bazaar,Benjamin Alexander Huseby & Serhat Isik,,
2287,,Kering,Bethany J Williams,,
2288,,Aeffe,Alberta Ferretti,,
2289,,Richemont,Azzedine Alaïa,,
2290,founder,Jennifer Fisher,Jennifer Fisher,,
2291,founder,Vida Glow,Vida Glow,,
2292,,Vogue Eyewear,Benjamin Alexander Huseby & Serhat Isik,,
2293,founder,Wooyoungmi,Woo Young Mi,,
2294,founder,Yang Li,Yang Li,,
2295,,Orange Culture,Adebayo Oke-Lawal,,
2296,,Lagos Space Programme,Adeju Thompson,,
2297,,Stranger Lagos,Adeju Thompson,,
2298,,Misci,Airon Martin,,
2299,,Small Dressmaker’S Shop,Alber Elbaz,,
2300,,Az Factory,Alber Elbaz,,
2301,,Alberta Ferretti Label,Alberta Ferretti,,
2302,,Philosophy Di Alberta Ferretti,Alberta Ferretti,,
2303,,Philosophy Di Lorenzo Serafini,Alberta Ferretti,,
2304,,Alberta Ferretti Forever,Alberta Ferretti,,
2305,,Alberta Ferretti Girls,Alberta Ferretti,,
2306,,Jolly,Alberta Ferretti,,
2307,,Alberta Ferretti Tech,Alberta Ferretti,,
2308,,Tom Ford At Gucci,Alessandra Facchinetti,,
2309,,No. 21,Alessandro Dell'Acqua,,
2310,,Rochas,Alessandro Dell'Acqua,,
2311,,No 21,Alessandro Dell'Acqua,,
2312,,Z Zegna,Alessandro Sartori,,
2313,,Schutz,Alexandre Birman,,
2314,,Arezzo & Co.,Alexandre Birman,,
2315,,À La Garconne,Alexandre Herchcovitch,,
2316,,Vulcabras,Alexandre Herchcovitch,,
2317,,Olympikus,Alexandre Herchcovitch,,
2318,,Lalesso,Alice Heusser & Olivia Kennaway,,
2319,,SOKO,Alice Heusser & Olivia Kennaway,,
2320,,L'Uomo Vogue,Amina Muaddi,,
2321,,American Gq,Amina Muaddi,,
2322,,Oscar Tiye,Amina Muaddi,,
2323,,Self,Brandon Maxwell,,
2324,,L’Officiel Russia,Andrey Artyomov,,
2325,,Tatler,Andrey Artyomov,,
2326,,Dazed & Confused Russia,Andrey Artyomov,,
2327,,Walk Of Shame,Andrey Artyomov,,
2328,,Péro,Aneeth Arora,,
2329,,Péro Upcycle,Aneeth Arora,,
2330,,Angel Chen Label,Angel Chen,,
2331,,House Of Anita Dongre,Anita Dongre,,
2332,,Pepe Jeans India,Anita Dongre,,
2333,,Ann Demeulemeester Label,Ann Demeulemeester,,
2334,,Hand-Knitters,Anna October,,
2335,,Versus,Anthony Vaccarello,,
2336,,Anthony Vaccarello Label,Anthony Vaccarello,,
2337,,Alaïa,Azzedine Alaïa,,
2338,,Fantastic Man,Benjamin Alexander Huseby & Serhat Isik,,
2339,,I-D,Benjamin Alexander Huseby & Serhat Isik,,
2340,,Acne Paper,Benjamin Alexander Huseby & Serhat Isik,,
2341,,Opening Ceremony,Benjamin Alexander Huseby & Serhat Isik,,
2342,,Fashion Magazine,Bethany J Williams,,
2343,,Vauxhall Food Bank,Bethany J Williams,,
2344,,The Mobile Library Charity,Bethany J Williams,,
2345,,Adelaide House Women’S Shelter,Bethany J Williams,,
2346,,Tih Homeless Modelling Agency,Bethany J Williams,,
2347,,Design Museum,Bethany J Williams,,
2348,,Lacroix Haute Couture,Bouchra Jarrar,,
2349,,Bouchra Jarrar'S Own Couture House,Bouchra Jarrar,,
2350,,Deborah Afshani,Brandon Maxwell,,
2351,,Edward Enninful,Brandon Maxwell,,
2352,,Nicola Formichetti,Brandon Maxwell,,
2353,,Supreme,Brendon Babenzien & Estelle Bailey-Babenzien,,
2354,,Dream Awake,Brendon Babenzien & Estelle Bailey-Babenzien,,
2355,,Hugo By Hugo Boss,Bruno Pieters,,
2356,,Honest By,Bruno Pieters,,
2357,,Les Benjamins,Bunyamin Aydin,,
2358,,Want Les Essentiels,Byron & Dexter Peart,,
2359,founder,Miss Sohee,Sohee Park,,
2360,founder,Moon Choi,Choi Hee-seo,,
2361,founder,Nells Nelson,Nellie Nelson,,
2362,founder,Panconesi,Marco Panconesi,,
2363,founder,Parajumpers,Massimo Rossetti,,
2364,founder,Paria Farzaneh,Paria Farzaneh,,
2365,founder,Saks Potts,Barbara Potts,,
2366,founder,Valery Kovalska,Valery Kovalska,,
2367,founder,Vika Gazinskaya,Vika Gazinskaya,,
2368,founder,Vilshenko,Olga Vilshenko,,
2369,founder,Vince Camuto,Vince Camuto,,
2370,founder,Patrick Cox,Patrick Wolf,,
2371,,Sean Combs,Dao-Yi Chow & Maxwell Osborne,1998,
2372,,The Elder Statesman,Catherine Holstein,2007,
2373,,Uniqlo U,Christophe Lemaire & Sarah-Linh Tran,1949,
2374,,Ports 1961,Dean & Dan Caten,1961,
2375,,SKIMS,Eli Russell Linnetz,2019,
2376,,Repossi,Gaia Repossi,1920,
2377,founder,Mignonne Gavigan,Mignonne Gavigan,1995,
2378,founder,Miguel Adrover,Miquel Adrover,1999,
2379,founder,Milly,Michelle D. Smith,2000,
2380,founder,Mimi Prober,Mimi Prober,2014,
2381,founder,Mimi Wade,Mimi Wade,2015,
2382,founder,Ming Ma,Ming Ma,2014,
2383,founder,Mini Rodini,Cassandra Rhodin,2006,
2384,founder,Minnie Rose,Lisa Shaller-Goldberg,2005,
2385,founder,Mira Mikati,Mira Mikati,2012,
2386,founder,Mirror Palais,Marcelo Gaia,2019,
2387,founder,Misha Nonoo,Misha Nonoo,2011,
2388,founder,Mistergentleman,Masaki Matsushima,2011,
2389,founder,Mizani,Mina Zaki,2020,
2390,founder,Molly Goddard,Molly Goddard,2014,
2391,founder,Monbouquette,Monique Bouquette,2014,
2392,founder,Monique Lhuillier,Monique Lhuillier,1996,
2393,founder,Monse,Laura Kim,2015,
2394,founder,Moohong,Park Hwan-Sung,2011,
2395,founder,Moravy,Two Friends,2020,
2396,founder,Morgan Lane,Morgan Curtis,2014,
2397,founder,Moroccanoil,Isaac Israëls,2006,
2398,founder,Moscot,Hyman Moscot,1915,
2399,founder,Motohiro Tanji,Motohiro Tanji,2008,
2400,founder,Motonari Ono,Motonari Ono,2008,
2401,founder,Mou,Shelley Tichborne,2002,
2402,founder,Munsoo Kwon,Munsoo Kwon,2011,
2403,founder,Myar,Myriam Chalek,2014,
2404,founder,Natasha Denona,Natasha Denona,1995,
2405,founder,Natasha Zinko,Natasha Zinko,2015,
2406,founder,Namacheko,Dilan & Lezan Lurr,2019,
2407,founder,Nardos,Nardos Imam,2016,
2408,founder,Nature Republic,Nature Republic,2009,
2409,founder,Negative Underwear,Marissa Vosper,2015,
2410,founder,Nehera,Jan Nehera,2014,
2411,founder,Nicholas Daley,Nicholas Daley,2015,
2412,founder,Nensi Dojaka,Nensi Dojaka,2014,
2413,founder,Neous,Vanissa Antonious,2015,
2414,founder,New Arrivals,İLkyaz Özel,2020,
2415,founder,Nicholas The Label,Nicholas Edward Brown,2009,
2416,founder,Nick Fouquet,Nick Fouquet,2014,
2417,founder,Nicopanda,Nicola Formichetti,2011,
2418,founder,Nikos Koulis,Nikos Koulis,2004,
2419,founder,Nili Lotan,Nili Lotan,2003,
2420,founder,Ninety Percent,Shafiq Hassan,2018,
2421,founder,No Sesso,Pierre Ouellette,2015,
2422,founder,Noah,Brendon Babenzien,2001,
2423,founder,Nodaleto,Nellie Kamras,2018,
2424,founder,Noir,Peter Ingwersen,2005,
2425,founder,Noir Kei Ninomiya,Kei Ninomiya,2012,
2426,founder,Palm Angels,Francesco Ragazzi,2015,
2427,founder,Palmer Harding,Levi Palmer,2012,
2428,founder,Novis,Jordana Warmflash,2012,
2429,founder,Palomo Spain,Alejandro Gómez Palomo,2015,
2430,founder,Pamella Roland,Pamella Devos,2001,
2431,founder,Panerai,Giovanni Panerai,1860,
2432,founder,Pantherella,Company Founder,1937,
2433,founder,Paolina Russo,Paolina Russo,2017,
2434,founder,Paris Georgia,Georgia Cherrie,2015,
2435,founder,Paris Texas,Yassine Saidi,2018,
2436,founder,Pascale Monvoisin,Pascale Monvoisin,2014,
2437,founder,Paskal,Priscilla Jasmine,2014,
2438,founder,Pasquale Bruni,Pasquale Bruni,1945,
2439,founder,Sablyn,Sabrina Peterson,2014,
2440,founder,Safiyaa,Daniela Karnuts,2011,
2441,founder,Saloni,Saloni Lodha,2011,
2442,founder,Sam Edelman,Sam Edelman,2004,
2443,founder,Vanessa Seward,Vanessa Seward,2014,
2444,founder,Vaquera,Patric Dicaprio,2014,
2445,founder,Varley,Ben & Lara Mead,2015,
2446,founder,Vektor,Martin Eichler,2013,
2447,founder,Vena Cava,Lisa Mayock,2003,
2448,founder,Vera Bradley,Barbara Bradley Baekgaard,1982,
2449,founder,Veronica Beard,Veronica Miele Beard,2010,
2450,founder,Victor Glemaud,Victor Glemaud,2009,
2451,founder,Viva Vox,Two Friends,2020,
2452,founder,Vivetta,Vivetta Ponti,2009,
2453,founder,Vix,Paula Hermanny,1998,
2454,founder,Vladimir Karaleev,Vladimir Karaleev,2012,
2455,founder,Vuarnet,Roger Pouilloux,1957,
2456,founder,Wacoal,Kōichi Tsukamoto,1948,
2457,founder,Wales Bonner,Grace Wales Bonner,2014,
2458,founder,Wandler,Elza Wandler,2017,
2459,founder,Warren Noronha,Warren Noronha,2000,
2460,founder,Wayne,Wayne S Lee,1995,
2461,founder,Weekend Max Mara,Achille Maramotti,2019,
2462,founder,Wes Gordon,Wes Gordon,2010,
2463,founder,Whistles,Jane Shepherdson,1978,
2464,founder,Paco Rabanne,Paco Rabanne,1966,
2465,,Pringle of Scotland,Clare Waight Keller,,
2466,,Pringle of Scotland,Edward Crutchley,,
2467,,Gap Inc.,Carol Lim & Humberto Leon,,
2468,,Want Apothecary,Byron & Dexter Peart,,
2469,,Calvin Klein Limited,Calvin Klein,,
2470,,Carla Fernández,Carla Fernández Tena,,
2471,,Self-Employed,Catherine Holstein,,
2472,,Pigalle,Charaf Tajer,,
2473,,Le Pompom,Charaf Tajer,,
2474,,Pain Au Chokolat,Charaf Tajer,,
2475,,Off-White,Charaf Tajer,,
2476,,Loverboy,Charles Jeffrey,,
2477,,Topman & Fashion East'S Man Initiative,Charles Jeffrey,,
2478,,Love Magazine,Charles Jeffrey,,
2479,,Hilary Alexander (The Daily Telegraph),Charlotte Dellal,,
2480,,J.W. Anderson,Chen Xuzhi,,
2481,,Junya Watanabe'S Design Team,Chitose Abe,,
2482,,Lemaire,Christophe Lemaire & Sarah-Linh Tran,,
2483,,Uniqlo Paris R&D Centre,Christophe Lemaire & Sarah-Linh Tran,,
2484,,Russell Sage,Christopher Kane,,
2485,,Donatella Versace,Christopher Kane,,
2486,,Christopher Kane Label,Christopher Kane,,
2487,,ck Calvin Klein,Clare Waight Keller,,
2488,,Kidsuper,Colm Dillane,,
2489,,Ceresio 7,Dean & Dan Caten,,
2490,,Dian Pelangi Brand,Dian Pelangi,,
2491,,Wardah Beauty Cosmetics,Dian Pelangi,,
2492,,Albert Koski,Diane von Furstenberg,,
2493,,Angelo Ferretti,Diane von Furstenberg,,
2494,,Puritan Fashions Corporation,Diane von Furstenberg,,
2495,,Beecham Pharmaceuticals,Diane von Furstenberg,,
2496,,QVC,Diane von Furstenberg,,
2497,,Dion Lee Label,Dion Lee,,
2498,,Cue Clothing,Dion Lee,,
2499,,Sydney Dance Company,Dion Lee,,
2500,,"E.G., Dirk Schönberger Label",Dirk Schoenberger,,
2501,,Joop!,Dirk Schoenberger,,
2502,,Mcm,Dirk Schoenberger,,
2503,,Gabbana'S Previous Fashion House,Domenico Dolce & Stefano Gabbana,,
2504,,Michael Kors,Donatella Versace,,
2505,,London’S Fashion Fringe,Donatella Versace,,
2506,,Elton John Aids Foundation,Donatella Versace,,
2507,,VH1 HD,Donatella Versace,,
2508,,British Gq,Donatella Versace,,
2509,,Gq China,Donatella Versace,,
2510,,Gq Awards,Donatella Versace,,
2511,,Green Carpet Fashion Awards,Donatella Versace,,
2512,,Donna Karan'S Own Business,Donna Karan,,
2513,,Kanye West,Edward Crutchley,,
2514,,Richard Nicoll,Edward Crutchley,,
2515,,Edward Crutchley Label,Edward Crutchley,,
2516,,Amazon,Edward Meadham & Benjamin Kirchhoff,,
2517,,Nail Rock,Edward Meadham & Benjamin Kirchhoff,,
2518,,Strada,Edwina Forest & Adrian Norris,,
2519,,Russh Magazine,Edwina Forest & Adrian Norris,,
2520,,Aje Athletica,Edwina Forest & Adrian Norris,,
2521,,The Aje Collective,Edwina Forest & Adrian Norris,,
2522,,David Mamet,Eli Russell Linnetz,,
2523,,Kid Cudi,Eli Russell Linnetz,,
2524,,Teyana Taylor,Eli Russell Linnetz,,
2525,,Adrian Joffee,Eli Russell Linnetz,,
2526,,ERL,Eli Russell Linnetz,,
2527,,Levi’S Made & Crafted,Elza Wandler,,
2528,,Elza Wandler Brand,Elza Wandler,,
2529,,Another Magazine,Fabio Zambernardi,,
2530,,Faraz Manan Brand,Faraz Manan,,
2531,,Jewellery Manufacturer,Fernando Jorge,,
2532,,New Guards Group,Francesco Ragazzi,,
2533,,Anna Molinari At Blumarine,Francesco Risso,,
2534,,Alessandro Dell'Acqua & Malo,Francesco Risso,,
2535,,Herbert Rounik,Francisco Costa,,
2536,,Chime For Change,Frida Giannini,,
2537,,English National Youth Theatre,Gareth Pugh,,
2538,,Révillon Frères,Gareth Pugh,,
2539,,Cak Textiles,Gaurav Gupta,,
2540,,Giuliva Heritage,Gerardo Cavaliere & Margherita Cardelli,,
2541,,Sartoria Giuliva,Gerardo Cavaliere & Margherita Cardelli,,
2542,,Luxury & Lifestyle Consulting Firm,Gerardo Cavaliere & Margherita Cardelli,,
2543,,Attico,Gilda Ambrosio & Giorgia Tordini,,
2544,,Italian Army,Giorgio Armani,,
2545,,CittàMercato,Giorgio Armani,,
2546,,Gcds,Giuliano Calza,,
2547,,Y/Project,Glenn Martens,,
2548,,Camilla Nickerson (American Vogue),Grace Wales Bonner,,
2549,,Paula Ka,Guillaume Henry,,
2550,,Ruffo Research,Haider Ackermann,,
2551,,Bvba 32,Haider Ackermann,,
2552,,Three Floor,Han Chong,,
2553,,Self-Portrait,Han Chong,,
2554,,Himself,Harris Reed,,
2555,,Edelman,Harris Reed,,
2556,,Been Trill,Heron Preston,,
2557,,Nyc Department Of Sanitation,Heron Preston,,
2558,,Heron Preston Label,Heron Preston,,
2559,head of design,Ermenegildo Zegna Couture,Stefano Pilati,,2016
2560,,Irene Neuwirth,Irene Neuwirth,,
2561,,Isaac Mizrahi,Isaac Mizrahi,,
2562,,Jeremy Scott,Jeremy Scott,,
2563,founder,Alexandre Plokhov,Alexandre Plokhov,,
2564,Founder,S. R. Studio,Sterling Ruby,,
2565,founder and creative director,Thebe Magugu,Thebe Magugu,,
2566,founder,Tomo Koizumi,Tomo Koizumi,,
2567,founder,Nensi Dojaka,Nensi Dojaka,,
2568,creative director,Lady Gaga,Matthew Williamson,,
2569,head of footwear and accessories design,Miharayasuhiro,Masayuki Ino,,
2570,head buyer and art director,The Pinneal Eye,Nicola Formichetti,,
2571,co-founder,Oryx Invest,Nicolaj & Ditte Reffstrup,,
2572,co-founder,Spleak Media Network Ltd.,Nicolaj & Ditte Reffstrup,,
2573,,Tuleh,Bryan Brandley & Josh Patner,,
2574,,Twenty8Twelve,Sienna Miller,,
2575,,Urban Outfitters,Richard Hayne & Scott Belair,,
2576,,Sportmax,Achille Maramotti,,
2577,,Norman Hartnell Ltd,Norman Hartnell,,
2578,,French Connection,Stephen Marks,,
2579,,Alice Temperley,Alice Temperley,,
2580,,Zandra Rhodes,Zandra Rhodes,,
2581,,Adidas Originals,Adi & Rudolf Dassler,,
2582,,Christian Dior Haute Couture,Christian Dior,,
2583,,Noel Stewart,Noel Stewart,,
2584,,Givenchy Haute Couture,Hubert de Givenchy,,
2585,,Lee Angel,Roxanne Assoulin,,
2586,,Fendissime,Karl Lagerfeld,,
2587,,Mango,Isaac & Nahman Andic,,
2588,,Vera Wang,Vera Wang,,
2589,,Just Cavalli,Roberto Cavalli,,
2590,,United Bamboo,Miho Aoki,,
2591,,Ohne Titel,Flora Gill & Alexa Adams,,
2592,founder,Oribe,Oribe,,
2593,,Orvis,Charles F. Orvis,,
2594,,Oumlil,Hisham Oumlil,,
2595,,Piazza Sempione,Marisa Guerrizio & Roberto Monti,,
2596,,Pippa Small,Pippa Small,,
2597,,Pleats Please Issey Miyake,Issey Miyake,,
2598,,Pologeorgis,Stanley Pologeorgis,,
2599,,Portolano,Fortunato Portolano,,
2600,,Preen Line,Justin Thornton & Thea Bregazzi,,
2601,,Project Alabama,Natalie Chanin & Enrico Marone Cinzanno,,
2602,,Rafael Lopez,Rafael López,,
2603,,Ralph Lauren Collection,Ralph Lauren,,
2604,,Ralph Rucci,Ralph Rucci,,
2605,,Red Valentino,Valentino,,
2606,,Repetto,Rose Repetto,,
2607,,Richard Chai,Richard Chai,,
2608,,Robert Rodriguez,Robert Rodriguez,,
2609,,Rodebjer,Carin Rodebjer,,
2610,,Rosamosario,Carlotta Danti,,
2611,,Santoni,Andrea & Rosa Santoni,,
2612,,Sharon Wauchob,Sharon Wauchob,,
2613,,Shaun Leane,Shaun Leane,,
2614,,Smithsonian Institution,Zoë Chicco,,
2615,,Splendid,Moise Emquies,,
2616,,Stephen Dweck,Stephen Dweck,,
2617,,Streets Ahead,David A. Sack,,
2618,,Swarovski,Daniel Swarovski,,
2619,,Sydney Evan,Rosanne Karmes,,
2620,,TAG Heuer,Edouard Heuer,,
2621,,Temperley London,Alice Temperley,,
2622,,The White Company,Chrissie Rucker,,
2623,,Tocca,Edoardo Mantelli,,
2624,,Toga,Yasuko Furuta,,
2625,,Tom Binns,Tom Binns & Cristina Viera-Newton,,
2626,,Tom Ford Eyewear,Tom Ford,,
2627,,Toni Maticevski,Toni Matičevski,,
2628,,Tristan Webber,Tristan Webber,,
2629,,Triya,Isabela B. Fruigiele,,
2630,,Trovata,Jeff Halmos,,
2631,,Paule Ka,Serge Cajfinger,1987,
2632,,Superga,Walter Martiny,1911,
2633,,Revlon,Charles Revson,1932,
2634,,MISBHV,Natalia Maczek,2014,
2635,,Takahiromiyashita The Soloist,Takahiro Miyashita,2010,
2636,,"Oakley, Inc.",James Jannard,1975,
2637,,OBEY Clothing,Shepard Fairey,2001,
2638,founder,Octavia Elizabeth,Octavia Gullatte,1995,
2639,founder,Odeur,Petter Hollström,2006,
2640,founder,Oliver Bonas,Oliver Bonas,1993,
2641,,Oliver Peoples,Larry & Dennis Leight,1986,
2642,founder,Olivia Ballard,Olivia Ballard,2020,
2643,founder,Olivia Von Halle,Olivia von Halle,2012,
2644,founder,Ordinary People,Jey Perie,2014,
2645,,"Origins Natural Resources, Inc.",Leonard Lauder,1990,
2646,founder,Orla Kiely,Orla Kiely,1995,
2647,founder,Ostwald Helgason,Susanne Ostwald,2008,
2648,founder,Ottolinger,Christa Bösch,2015,
2649,,Patrizia Pepe,Patrizia Bambi & Claudio Orrea,1993,
2650,,Petit Bateau,Pierre Vaton De Troyes,1893,
2651,,Petit Bateau,Pierre Vaton De Troyes,1954,
2652,,Piaget,Georges Piaget,1874,
